CustomerID,DateOfJoining,DateOfLeaving,ComplaintIndicator,ChurnIndicator,Revenue,Latency,SubscriptionPlan,PlanType,UsageMinutes,DataUsage
1865,2023-09-17,,0,0,13.69,27.57,Standard,Prepaid,3938.44,10.08
2224,2023-06-15,2024-01-31,1,1,16.59,90.36,Standard,Prepaid,141.75,53.42
5864,2023-12-22,2024-05-19,0,1,72.44,28.38,Basic,Postpaid,1393.54,47.6
2579,2024-04-04,,0,0,89.79,63.58,Standard,Postpaid,3596.47,45.04
4282,2024-02-07,,0,0,59.2,93.32,Standard,Prepaid,3969.84,69.35
6697,2023-07-25,,0,0,89.35,10.19,Premium,Prepaid,1292.74,47.57
9070,2022-12-01,,1,0,64.39,98.64,Basic,Prepaid,1479.37,95.77
1531,2024-03-25,2024-05-10,1,1,14.4,30.89,Standard,Postpaid,2712.94,76.38
6860,2023-02-03,2023-12-30,1,1,17.38,14.47,Standard,Prepaid,3100.63,40.48
7797,2022-11-23,,0,0,60.86,77.39,Premium,Postpaid,4964.12,92.47
9330,2024-04-03,,0,0,30.25,10.32,Standard,Postpaid,2300.51,76.63
9956,2023-07-27,,0,0,23.87,55.23,Basic,Postpaid,4356.76,61.6
8543,2023-02-07,2023-08-14,0,1,19.74,86.84,Basic,Prepaid,2708.85,44.12
3533,2024-04-21,2024-05-04,1,1,62.85,78.31,Premium,Postpaid,579.22,28.54
5574,2022-08-29,2022-10-24,1,1,70.04,23.57,Basic,Prepaid,2454.63,12.56
4454,2024-03-21,2024-04-30,1,1,33.79,76.6,Basic,Prepaid,3041.11,82.93
7391,2022-06-16,2023-04-19,0,1,28.61,21.83,Basic,Postpaid,4747.46,66.02
4164,2023-07-27,,1,0,40.62,89.74,Premium,Prepaid,2714.55,34.66
9989,2023-01-07,2023-06-13,1,1,47.31,23.47,Premium,Prepaid,2917.85,51.21
4676,2022-07-19,2023-04-15,0,1,64.03,40.6,Standard,Postpaid,3628.37,6.54
2560,2022-08-27,2023-10-21,0,1,11.0,75.43,Basic,Prepaid,4339.24,84.52
5967,2022-09-27,,1,0,23.41,27.63,Premium,Prepaid,3916.79,42.67
8678,2024-02-17,2024-04-07,0,1,59.33,80.03,Standard,Postpaid,247.26,49.82
3561,2023-04-05,,1,0,96.32,60.95,Basic,Prepaid,4742.55,48.69
3765,2024-03-06,2024-04-02,1,1,23.5,13.21,Standard,Prepaid,3356.73,27.49
6793,2023-10-31,2023-11-30,1,1,17.53,18.29,Premium,Prepaid,614.73,87.5
6641,2023-08-24,2023-09-18,0,1,27.01,73.93,Standard,Prepaid,1553.93,3.28
9851,2023-09-12,2023-12-31,1,1,21.23,78.62,Premium,Prepaid,1585.05,23.07
6842,2023-05-18,2023-08-27,1,1,59.02,85.07,Basic,Prepaid,4966.62,39.89
6837,2022-05-30,,1,0,31.15,96.28,Standard,Prepaid,2445.45,87.19
4613,2022-10-25,,1,0,88.51,46.98,Basic,Prepaid,2271.17,96.85
2999,2022-09-28,,0,0,27.55,10.86,Basic,Postpaid,2565.18,91.44
6535,2023-10-08,2023-10-17,0,1,13.48,83.91,Basic,Postpaid,3031.26,40.69
1030,2022-10-20,,0,0,97.31,72.75,Basic,Postpaid,1267.76,54.27
3776,2022-07-19,2024-01-21,1,1,13.2,15.05,Basic,Prepaid,4955.37,59.36
5280,2023-12-15,2024-05-03,0,1,34.17,97.09,Basic,Prepaid,1890.46,86.29
8262,2023-03-05,2023-04-01,1,1,82.37,52.53,Basic,Prepaid,1923.28,16.28
5372,2023-09-24,2023-11-04,0,1,74.01,98.03,Standard,Postpaid,4501.62,78.44
8500,2023-06-28,,1,0,86.92,59.52,Standard,Prepaid,2377.39,12.6
5863,2023-06-30,,0,0,68.07,70.23,Standard,Prepaid,2362.81,72.58
1236,2022-12-31,2024-05-13,1,1,97.44,33.3,Basic,Postpaid,940.15,61.56
8480,2023-11-30,,0,0,13.25,88.68,Standard,Prepaid,1319.63,57.81
8277,2023-05-17,,0,0,21.07,64.03,Premium,Postpaid,157.72,56.91
7712,2024-04-22,2024-05-03,1,1,29.74,43.28,Basic,Postpaid,496.17,77.08
7329,2023-11-03,,1,0,35.27,93.01,Premium,Postpaid,1608.98,18.66
7190,2024-04-03,2024-05-01,0,1,55.36,47.56,Basic,Prepaid,2297.26,7.88
3342,2023-08-01,,0,0,77.68,83.31,Premium,Postpaid,2233.7,13.48
3919,2023-05-09,,0,0,66.67,61.38,Standard,Prepaid,4951.06,21.36
3132,2023-04-23,2024-05-06,1,1,68.23,55.2,Standard,Prepaid,1688.36,81.3
3278,2023-09-27,2024-04-08,1,1,65.58,22.28,Standard,Prepaid,3285.09,87.46
5883,2022-05-27,2024-02-10,0,1,91.18,71.69,Premium,Prepaid,813.81,57.61
7876,2022-05-31,2023-07-23,0,1,88.89,35.06,Premium,Prepaid,682.62,55.66
3464,2023-10-13,2024-04-25,1,1,93.65,30.21,Standard,Prepaid,1478.47,79.1
2275,2023-06-21,2024-04-12,1,1,69.02,52.48,Premium,Prepaid,2881.29,21.35
7921,2024-04-14,,0,0,20.17,43.55,Standard,Prepaid,1088.68,9.75
3369,2024-04-04,2024-05-18,0,1,13.25,92.7,Standard,Prepaid,130.87,68.74
8067,2022-12-29,2023-09-13,0,1,28.01,44.13,Premium,Postpaid,3231.4,55.98
6383,2022-09-22,2023-01-14,0,1,25.8,76.28,Premium,Prepaid,2364.99,78.08
3797,2022-06-12,,0,0,49.49,32.89,Standard,Postpaid,253.7,59.34
2603,2022-12-13,,1,0,21.91,18.47,Standard,Prepaid,1762.29,31.57
8979,2023-11-05,,1,0,89.33,44.39,Premium,Postpaid,4733.27,36.73
5329,2022-11-21,2023-06-03,1,1,73.84,11.51,Basic,Postpaid,1654.52,76.78
9226,2024-02-21,,1,0,52.35,59.44,Standard,Prepaid,1557.53,7.38
6295,2023-10-10,,1,0,20.56,64.22,Premium,Postpaid,3448.07,77.19
2764,2022-05-23,,0,0,86.32,24.14,Premium,Postpaid,4969.41,71.11
9047,2022-06-09,2023-06-19,1,1,87.28,18.08,Standard,Postpaid,55.2,51.49
8404,2023-07-28,2024-05-02,0,1,28.01,10.65,Basic,Postpaid,3756.3,5.67
2920,2022-10-07,2022-10-29,1,1,19.27,89.27,Basic,Prepaid,2288.15,55.15
6835,2024-01-19,,1,0,70.23,55.09,Basic,Postpaid,3508.57,38.39
6429,2024-03-30,2024-04-26,1,1,29.13,12.36,Premium,Prepaid,4240.17,42.45
2172,2023-03-01,,0,0,78.91,31.55,Premium,Prepaid,1876.08,48.86
5380,2024-03-07,2024-04-11,1,1,31.95,45.75,Standard,Postpaid,4084.07,71.32
4736,2023-09-30,2024-04-26,1,1,64.2,41.91,Standard,Postpaid,301.39,49.32
7547,2023-02-27,,0,0,62.45,76.76,Basic,Prepaid,670.17,12.46
8647,2023-08-12,,0,0,40.72,52.61,Basic,Prepaid,3145.22,78.22
6973,2023-12-08,2024-04-28,0,1,88.7,14.79,Standard,Prepaid,2732.41,79.86
6310,2022-06-08,2024-05-07,0,1,17.09,31.96,Basic,Postpaid,3311.48,60.87
4100,2023-01-08,,1,0,75.41,89.31,Standard,Postpaid,4973.77,56.81
2614,2024-01-20,,1,0,84.32,74.84,Premium,Prepaid,3065.13,24.75
8412,2022-11-11,2023-12-02,0,1,14.81,15.0,Basic,Postpaid,2706.82,68.44
8069,2023-03-12,2023-09-01,1,1,35.36,45.44,Standard,Postpaid,3173.64,98.66
9209,2023-07-22,,1,0,38.31,48.4,Basic,Postpaid,1695.85,31.17
1577,2023-08-23,2024-02-11,1,1,13.57,94.12,Standard,Prepaid,3017.54,12.95
2713,2023-12-03,2024-03-16,1,1,52.03,59.73,Premium,Postpaid,2557.89,65.88
1207,2023-06-12,,0,0,85.58,49.74,Premium,Postpaid,230.71,51.49
7444,2023-11-27,,1,0,72.7,15.83,Standard,Prepaid,2143.56,33.67
4499,2023-03-03,2023-08-28,1,1,50.84,23.91,Standard,Prepaid,2903.35,19.44
4843,2023-04-19,,0,0,86.95,28.35,Standard,Prepaid,2376.44,33.44
1747,2023-07-06,2023-11-24,1,1,58.88,20.15,Premium,Postpaid,4081.17,65.49
6136,2024-03-01,2024-03-11,0,1,22.08,72.65,Basic,Prepaid,4726.27,1.48
1754,2024-04-20,,0,0,42.06,36.43,Basic,Postpaid,2423.38,37.7
8904,2022-06-07,2024-03-17,1,1,17.78,33.79,Standard,Postpaid,3428.77,99.85
8809,2023-12-31,2024-05-12,1,1,76.38,12.3,Premium,Prepaid,3427.65,83.18
8945,2023-01-09,2023-08-24,0,1,38.71,22.5,Basic,Postpaid,1935.2,4.46
9975,2023-12-04,,0,0,15.41,11.78,Premium,Postpaid,1836.85,89.63
5762,2023-07-01,2023-08-26,0,1,53.15,34.27,Basic,Prepaid,457.68,96.44
3638,2023-04-30,,0,0,53.9,47.18,Standard,Prepaid,2983.61,26.34
5099,2022-05-30,,1,0,78.67,69.59,Premium,Postpaid,293.89,38.19
9131,2023-10-19,2023-11-26,1,1,55.31,68.62,Premium,Prepaid,4032.0,90.85
4540,2022-12-08,2023-10-06,1,1,68.92,10.2,Standard,Prepaid,1446.13,4.54
5317,2022-11-27,2024-03-03,1,1,72.62,16.78,Basic,Prepaid,3498.72,7.71
1913,2023-10-21,,0,0,17.55,11.2,Basic,Postpaid,2241.96,99.47
9979,2022-11-26,,1,0,98.37,32.58,Premium,Prepaid,4534.64,72.67
3604,2023-03-18,,1,0,56.72,79.3,Premium,Postpaid,3092.65,24.66
3124,2024-03-09,2024-05-09,0,1,29.61,66.08,Basic,Prepaid,4913.24,94.36
5898,2022-05-26,2023-11-15,1,1,31.21,89.99,Basic,Prepaid,4583.7,30.6
4646,2024-03-07,2024-03-24,0,1,79.94,36.55,Standard,Postpaid,495.09,89.86
2314,2023-07-04,,0,0,42.58,90.7,Standard,Prepaid,3509.46,64.33
4680,2024-04-16,2024-04-25,1,1,72.02,18.33,Basic,Prepaid,275.17,32.63
3747,2023-03-09,2023-08-23,0,1,40.56,22.37,Premium,Prepaid,3725.56,42.24
9401,2023-07-10,,1,0,19.29,87.54,Premium,Prepaid,1022.8,42.76
4708,2023-01-31,,0,0,66.03,66.46,Premium,Prepaid,3456.2,81.67
2861,2022-08-04,,0,0,16.62,18.7,Premium,Prepaid,870.58,98.8
7160,2024-01-01,,1,0,91.19,76.22,Premium,Prepaid,2463.92,93.82
3954,2023-03-15,,0,0,29.68,70.5,Basic,Postpaid,3995.37,4.77
8008,2022-06-20,2023-01-10,0,1,28.4,82.98,Standard,Postpaid,4077.82,21.9
3887,2023-09-19,2023-11-14,1,1,80.17,84.65,Standard,Prepaid,1028.98,67.68
7173,2022-11-03,2022-12-14,0,1,39.6,12.89,Basic,Postpaid,3298.85,80.99
7769,2022-08-08,2023-01-15,1,1,29.16,40.18,Standard,Prepaid,2677.17,28.38
2880,2022-11-23,2023-08-02,0,1,50.21,42.22,Standard,Postpaid,3243.97,85.46
7963,2023-07-05,,1,0,72.56,14.03,Standard,Postpaid,102.39,41.47
7976,2024-01-01,,1,0,68.77,45.46,Standard,Prepaid,4414.89,67.29
4105,2022-10-28,2024-02-13,0,1,71.89,81.24,Premium,Prepaid,1429.49,24.04
5266,2022-10-31,,0,0,31.32,59.17,Premium,Prepaid,1928.9,25.67
3144,2023-03-11,2023-11-05,0,1,23.5,10.16,Basic,Postpaid,2718.9,76.27
8120,2023-07-05,,0,0,97.94,96.77,Standard,Prepaid,4242.53,50.69
2650,2023-08-24,,1,0,10.0,59.49,Premium,Postpaid,3010.41,32.2
5971,2022-11-26,2023-02-07,0,1,91.58,39.46,Standard,Postpaid,4411.04,23.87
1389,2023-03-03,,0,0,91.69,45.92,Premium,Prepaid,4229.38,86.07
2535,2023-05-31,,0,0,63.88,22.47,Standard,Prepaid,4274.76,63.96
4386,2023-12-18,2024-04-22,1,1,61.51,64.54,Basic,Prepaid,1889.43,27.25
8665,2024-05-19,2024-05-19,0,1,46.3,43.88,Basic,Prepaid,1040.78,92.39
6207,2022-12-09,2022-12-23,1,1,45.35,44.73,Premium,Prepaid,4318.83,96.71
5734,2023-08-05,2023-08-09,1,1,70.32,32.14,Basic,Postpaid,1972.42,73.24
4263,2022-07-04,2023-08-22,1,1,14.32,79.34,Premium,Postpaid,1750.17,73.95
8065,2024-04-25,2024-05-15,0,1,79.02,35.66,Standard,Prepaid,1772.18,87.03
2297,2024-04-27,,0,0,41.45,92.82,Premium,Prepaid,134.26,65.36
6049,2022-07-05,2023-07-30,0,1,20.94,71.84,Premium,Prepaid,1328.88,46.27
9795,2022-07-13,,0,0,12.04,68.56,Basic,Postpaid,4767.76,53.97
2982,2023-10-17,2023-12-31,1,1,10.16,38.1,Basic,Postpaid,4735.4,5.74
3380,2022-10-08,2023-05-11,0,1,52.65,34.95,Premium,Postpaid,4659.69,62.58
2190,2023-10-20,,1,0,19.1,17.22,Standard,Prepaid,4755.36,43.85
5957,2023-10-16,,1,0,99.86,50.53,Standard,Postpaid,1474.15,48.99
7937,2022-12-22,2023-06-21,0,1,98.76,29.53,Basic,Postpaid,753.7,9.13
7966,2024-05-13,2024-05-14,1,1,84.68,20.49,Standard,Prepaid,849.14,92.19
8559,2023-06-06,,0,0,70.12,98.2,Standard,Postpaid,363.17,88.75
7750,2023-05-23,,1,0,73.69,24.26,Standard,Postpaid,2309.83,98.45
3944,2023-08-12,,1,0,63.19,56.55,Basic,Prepaid,2906.73,69.51
8529,2022-09-05,,0,0,22.35,90.15,Basic,Postpaid,392.66,97.99
8049,2024-01-31,,0,0,23.04,63.4,Standard,Postpaid,1264.64,80.62
6748,2023-05-15,2024-05-08,1,1,19.64,68.13,Basic,Prepaid,3580.19,53.17
8400,2023-12-24,,1,0,61.64,84.73,Basic,Prepaid,1660.92,48.02
7561,2022-12-28,2024-05-07,1,1,97.86,52.53,Basic,Postpaid,4074.25,59.54
4575,2023-09-11,,0,0,14.88,61.43,Standard,Postpaid,4076.45,12.62
1080,2023-02-21,2023-07-12,0,1,40.44,49.63,Basic,Prepaid,1759.43,30.14
1209,2023-12-20,2023-12-31,1,1,17.86,39.34,Standard,Postpaid,1934.73,24.1
1708,2023-01-12,2023-03-09,1,1,84.64,36.3,Standard,Postpaid,435.87,38.21
8428,2023-11-23,,0,0,88.52,78.32,Standard,Postpaid,2217.56,98.16
1635,2023-09-29,,1,0,39.81,82.09,Basic,Prepaid,3884.92,24.86
9824,2022-11-13,2023-03-01,0,1,59.65,57.33,Premium,Prepaid,2767.14,42.52
3792,2023-01-27,,0,0,43.66,22.76,Basic,Postpaid,2365.76,60.4
3082,2024-04-14,2024-05-08,0,1,90.34,10.94,Standard,Prepaid,70.42,75.83
8138,2023-04-01,2024-01-01,0,1,11.15,71.25,Premium,Prepaid,3226.88,63.8
5572,2023-03-15,,1,0,12.69,36.83,Basic,Postpaid,2508.41,68.76
6156,2022-12-30,2023-07-12,0,1,78.91,44.79,Premium,Postpaid,159.55,37.7
4298,2022-08-11,2023-04-28,0,1,60.69,77.41,Basic,Postpaid,2617.03,27.11
9464,2023-04-05,2023-09-15,0,1,47.66,56.75,Premium,Prepaid,4447.23,8.42
4202,2023-10-29,2024-01-07,1,1,21.88,14.81,Basic,Postpaid,2638.19,80.15
3818,2024-05-19,2024-05-19,1,1,95.49,93.71,Basic,Postpaid,4562.49,33.37
6164,2022-07-20,2023-08-01,1,1,35.15,17.15,Standard,Prepaid,2177.46,1.98
2382,2023-09-29,,1,0,36.37,65.42,Basic,Prepaid,287.51,87.95
2227,2023-05-23,,0,0,53.22,83.21,Standard,Postpaid,3960.16,66.56
9853,2024-01-14,2024-02-04,0,1,96.35,92.33,Basic,Prepaid,1057.86,84.81
1145,2023-06-21,2023-08-04,1,1,90.77,14.31,Standard,Postpaid,3534.52,91.26
4284,2022-10-21,,1,0,25.78,53.39,Basic,Prepaid,4126.6,51.18
3835,2024-03-06,,0,0,74.59,89.4,Standard,Prepaid,3333.57,96.84
8284,2023-09-29,2024-02-29,0,1,97.71,51.38,Basic,Prepaid,935.78,23.27
2900,2023-11-26,2024-05-10,0,1,77.01,70.84,Basic,Postpaid,527.79,98.24
2781,2023-09-01,,0,0,47.78,16.1,Standard,Prepaid,2994.2,23.84
7954,2023-01-16,,1,0,90.09,36.25,Basic,Postpaid,4345.64,4.22
1071,2023-12-30,2024-02-23,1,1,71.42,45.53,Basic,Postpaid,2470.02,89.62
2381,2023-12-17,,1,0,99.85,47.05,Basic,Postpaid,4704.63,5.2
8958,2023-02-28,2024-01-11,1,1,68.68,47.27,Premium,Prepaid,2029.35,79.41
5695,2023-04-30,,1,0,87.13,53.27,Premium,Postpaid,1542.51,34.41
9144,2023-04-15,2023-11-28,1,1,83.35,30.23,Premium,Postpaid,130.65,18.76
7388,2022-08-05,,0,0,23.56,52.69,Standard,Postpaid,1785.55,27.51
4119,2023-09-16,,0,0,67.35,10.71,Premium,Prepaid,3602.93,9.25
9106,2023-08-16,,0,0,38.55,89.56,Basic,Prepaid,700.03,14.79
4947,2023-11-04,,1,0,43.07,71.75,Basic,Prepaid,346.25,16.69
6990,2023-07-21,,1,0,10.41,58.03,Basic,Prepaid,3763.99,43.15
6258,2023-11-02,,0,0,97.91,29.92,Basic,Prepaid,4406.18,95.08
8352,2024-04-21,,1,0,62.46,35.48,Premium,Postpaid,1333.07,36.39
1390,2023-03-11,,0,0,26.15,27.91,Standard,Prepaid,4226.8,39.84
5761,2023-03-24,,1,0,15.56,97.32,Basic,Postpaid,2364.78,89.23
6787,2023-05-14,2024-02-26,1,1,62.83,46.34,Premium,Prepaid,556.72,97.54
9447,2022-05-24,2022-07-17,1,1,87.02,80.2,Standard,Prepaid,3519.4,65.48
7047,2022-12-28,2024-03-05,1,1,32.62,89.1,Basic,Prepaid,4602.02,34.68
6262,2022-05-30,,0,0,18.03,47.49,Premium,Prepaid,1055.45,34.79
8929,2023-05-06,,0,0,73.29,62.47,Premium,Prepaid,3665.68,32.18
8971,2023-06-29,,1,0,43.25,36.16,Standard,Postpaid,4574.33,26.2
4654,2023-09-02,2024-01-08,0,1,44.76,25.41,Basic,Prepaid,4497.07,45.65
8817,2022-11-11,,0,0,61.56,42.66,Basic,Prepaid,1717.29,5.78
2776,2023-09-13,2023-11-15,1,1,90.29,10.27,Basic,Prepaid,1369.28,12.42
8073,2022-09-24,2023-12-03,1,1,41.31,24.37,Basic,Postpaid,775.68,48.21
4305,2023-03-10,2023-03-28,0,1,33.66,71.46,Standard,Prepaid,2213.13,64.52
1668,2023-03-03,2023-04-27,0,1,63.53,24.04,Premium,Postpaid,880.84,90.39
3016,2022-12-16,,0,0,98.21,56.8,Premium,Prepaid,3798.72,42.26
7929,2023-06-14,,1,0,93.9,96.06,Basic,Postpaid,632.11,91.74
5928,2022-12-17,2023-10-06,0,1,14.35,79.84,Basic,Postpaid,3606.82,18.45
8244,2023-01-23,,1,0,56.03,43.89,Premium,Prepaid,4910.07,87.37
8638,2023-04-18,,1,0,37.07,98.23,Standard,Postpaid,4533.64,96.25
4898,2023-04-22,,0,0,52.15,58.97,Standard,Postpaid,2934.58,2.75
5838,2023-06-24,2024-04-09,0,1,61.54,63.87,Standard,Postpaid,2195.55,38.29
6520,2023-09-02,2024-03-28,1,1,82.08,37.28,Standard,Prepaid,3892.31,59.63
2034,2022-05-28,2024-01-22,1,1,35.1,37.94,Basic,Prepaid,2078.63,28.96
1564,2023-08-17,2023-09-01,0,1,23.68,34.62,Premium,Postpaid,3416.33,41.77
8022,2022-11-08,,0,0,30.15,34.6,Standard,Postpaid,4065.75,44.64
1193,2023-06-30,,1,0,21.26,95.71,Basic,Prepaid,3307.28,30.09
6470,2023-02-07,2023-03-15,0,1,16.53,81.17,Premium,Postpaid,2106.65,30.14
8389,2022-06-11,,1,0,36.51,56.02,Standard,Postpaid,1371.84,12.08
5067,2024-03-24,,0,0,79.32,83.23,Basic,Postpaid,1769.04,82.67
4557,2023-04-18,2023-06-07,0,1,37.62,74.32,Standard,Prepaid,4710.33,63.02
3987,2024-05-11,2024-05-19,1,1,35.09,18.63,Premium,Postpaid,830.36,98.51
8098,2022-12-17,2023-03-22,1,1,94.85,32.77,Basic,Prepaid,4588.61,33.65
9522,2022-06-21,,0,0,62.49,80.3,Premium,Prepaid,1316.52,55.87
2552,2023-11-03,,1,0,51.15,86.61,Standard,Postpaid,69.88,31.34
6972,2023-11-30,2024-02-27,1,1,49.31,69.02,Basic,Postpaid,2166.46,13.01
1112,2024-03-02,2024-03-30,1,1,52.12,44.71,Premium,Postpaid,2771.88,2.28
9022,2022-06-06,2023-07-12,1,1,93.08,86.84,Basic,Postpaid,3291.04,30.06
2353,2022-07-05,,0,0,82.63,94.21,Basic,Prepaid,3004.93,4.3
6594,2023-02-12,,1,0,68.5,34.99,Standard,Postpaid,3844.28,87.84
4031,2023-01-30,2023-05-18,0,1,99.0,43.5,Basic,Postpaid,2875.09,48.81
6666,2023-02-22,2023-10-15,1,1,63.94,77.65,Premium,Prepaid,575.71,3.45
8167,2022-08-16,2023-10-08,1,1,76.66,78.75,Premium,Prepaid,468.56,91.58
6587,2022-06-21,,1,0,57.99,10.9,Basic,Prepaid,293.64,96.6
8292,2023-11-08,2023-11-18,0,1,17.99,66.59,Premium,Postpaid,131.02,94.99
7636,2023-01-29,,1,0,14.17,39.11,Basic,Prepaid,1712.95,16.84
1961,2023-04-12,2024-03-07,0,1,33.46,30.52,Basic,Prepaid,266.47,89.1
9422,2023-08-04,,0,0,49.85,46.3,Standard,Prepaid,2540.56,13.79
6260,2022-09-12,,1,0,30.85,94.82,Standard,Prepaid,2586.57,35.09
9312,2023-06-02,2024-03-17,0,1,34.64,29.05,Premium,Postpaid,4656.76,19.66
2997,2024-03-25,2024-04-19,0,1,13.91,25.61,Basic,Postpaid,4624.39,58.56
6244,2023-04-01,,0,0,27.13,37.38,Standard,Postpaid,4403.82,78.41
5401,2024-03-22,,1,0,72.36,72.35,Premium,Prepaid,4016.33,34.63
9980,2024-03-25,,0,0,59.05,96.38,Basic,Prepaid,2174.93,3.31
5477,2023-12-06,2024-05-19,0,1,99.87,80.78,Standard,Prepaid,2961.85,55.3
4165,2024-02-09,2024-05-09,1,1,56.2,80.3,Premium,Postpaid,2483.07,1.57
8916,2024-01-04,2024-02-23,0,1,47.74,30.09,Basic,Postpaid,1684.55,31.83
1683,2023-04-29,,1,0,98.27,61.6,Standard,Postpaid,1965.56,24.1
4391,2024-01-30,2024-03-17,1,1,23.33,43.48,Premium,Postpaid,748.44,12.24
9099,2023-05-16,,1,0,15.81,52.62,Basic,Prepaid,982.11,1.6
4272,2023-06-26,,1,0,77.75,61.35,Basic,Prepaid,762.72,34.58
1303,2024-01-08,,1,0,49.47,87.31,Standard,Postpaid,2485.02,75.28
9870,2024-03-25,2024-04-20,1,1,97.97,18.88,Basic,Prepaid,1352.45,16.89
5562,2022-10-20,2023-03-03,1,1,62.17,86.76,Basic,Postpaid,2100.34,75.59
3094,2022-06-26,2023-01-15,1,1,73.93,40.03,Basic,Postpaid,1769.68,25.56
2950,2022-08-30,2024-05-12,1,1,92.25,27.76,Standard,Postpaid,2216.43,29.53
4445,2023-10-02,,1,0,41.37,76.59,Basic,Postpaid,194.96,64.86
7961,2022-12-29,2024-01-18,1,1,47.18,85.99,Basic,Prepaid,2481.99,50.08
1902,2022-08-15,,1,0,41.46,14.55,Premium,Prepaid,710.21,87.09
4647,2022-06-27,2022-09-08,0,1,57.89,25.85,Premium,Postpaid,948.74,49.19
6401,2023-06-21,,0,0,23.08,84.83,Premium,Prepaid,542.48,94.42
4784,2023-08-28,2024-02-06,0,1,79.87,44.99,Basic,Postpaid,4331.27,83.11
4257,2022-07-13,,0,0,51.79,24.48,Standard,Prepaid,3349.73,93.42
1517,2023-03-02,,1,0,32.56,19.82,Premium,Prepaid,4714.13,88.15
9023,2022-06-06,2023-10-07,1,1,21.93,10.32,Basic,Prepaid,54.35,87.17
1285,2023-11-23,,0,0,90.48,38.44,Basic,Prepaid,1207.39,17.02
7738,2023-03-01,2023-11-15,1,1,79.63,65.87,Basic,Postpaid,1252.73,74.89
2896,2022-12-26,2022-12-29,0,1,46.47,38.33,Premium,Postpaid,2510.31,2.24
5125,2023-11-19,2023-11-23,0,1,74.35,16.35,Basic,Prepaid,3352.78,59.26
7818,2024-01-01,2024-03-22,0,1,84.97,87.01,Basic,Prepaid,1299.06,94.25
6970,2023-03-29,,1,0,13.7,57.36,Standard,Postpaid,4466.42,8.66
1718,2022-12-28,,0,0,53.59,15.57,Standard,Prepaid,4069.74,64.66
1219,2023-02-23,2023-04-22,0,1,45.34,31.11,Standard,Postpaid,2973.84,24.97
9054,2024-02-16,,1,0,33.81,65.06,Standard,Prepaid,897.54,49.37
2823,2023-08-07,2024-01-27,0,1,35.62,96.34,Basic,Prepaid,556.56,91.45
9854,2023-02-14,2023-08-21,1,1,80.28,58.19,Standard,Prepaid,4402.89,88.28
1469,2023-02-06,,1,0,18.43,92.02,Basic,Postpaid,4301.22,57.34
8629,2022-07-19,2022-10-06,0,1,95.75,88.58,Premium,Prepaid,4072.35,34.76
