Customer ID,Device Type,Time Spent on Site,Products Viewed,Products Purchased,Order Value,Country,Joining Date,Leaving Date,Product Name
f60b8ed6-ffea-41e6-8b66-1fe6c8d58bcf,Mobile,18.07,9,1,464.32,Fiji,2022-03-20,2024-02-08,Tablet
b81fcee6-2bef-4c11-b29c-87d73bd391f5,Mobile,47.97,7,1,57.43,Sri Lanka,2019-09-13,2021-08-30,Mouse
2ae8ce32-fd97-43da-9c7d-47d4a219e1c8,Tablet,29.54,4,4,398.61,South Georgia and the South Sandwich Islands,2022-05-18,2022-06-28,Smartphone
cae3606f-5ea6-4fd9-a200-65f1db024896,Mobile,19.34,8,1,220.26,Indonesia,2019-08-05,,Tablet
38cd6ce9-197b-4480-9274-324983809098,Desktop,56.89,3,0,412.78,Seychelles,2019-06-19,2019-09-27,Camera
f9bb3e05-d291-4357-a1d1-1c1743355027,Desktop,38.18,3,2,211.94,Zimbabwe,2023-04-16,2023-07-31,Printer
c67a7b3b-a39e-4923-9ff9-771e36287edc,Desktop,44.53,4,4,300.85,Guyana,2023-03-15,2024-01-05,Mouse
97328106-9feb-4b35-bb0e-55205f76cb55,Tablet,14.94,7,2,302.75,Fiji,2021-01-08,2024-05-09,Laptop
1272829c-5a6d-4175-a8b8-0fe4dc1e0f17,Desktop,10.62,5,4,312.41,Botswana,2020-09-04,2023-01-20,Monitor
b77db09a-dc96-4d9d-9e17-63c4be2d0ac8,Tablet,48.12,1,1,238.4,Seychelles,2022-10-27,,Tablet
152ff400-ee97-4b8a-921d-a9229867ce3c,Mobile,54.2,4,2,286.36,Yemen,2020-01-15,2023-05-07,Printer
2d416c0d-353a-4719-95b6-110865af09db,Tablet,50.52,4,1,495.06,Mali,2021-01-13,2022-01-06,Monitor
614e14e7-49fe-44ea-8ee2-da65e6a76da5,Mobile,11.83,6,1,377.32,Costa Rica,2022-12-11,,Printer
dda88a92-cdbd-4b0e-a34f-7cc0dbcc1961,Tablet,8.87,7,1,177.91,Equatorial Guinea,2020-04-21,2024-02-21,Mouse
5f509b07-a790-4788-a78f-2c08567100fe,Mobile,50.95,6,6,491.63,Swaziland,2022-08-29,2023-03-20,Printer
f22eb197-dacb-4bf3-abf7-dfaa86ae4e2e,Mobile,15.69,9,6,168.73,Trinidad and Tobago,2020-08-17,2021-01-29,Printer
790ed3d7-9c84-4fa3-804c-a22939430029,Mobile,7.7,3,0,98.23,Cocos (Keeling) Islands,2021-10-25,,Laptop
15d06212-83e4-4254-ba2d-2824795f68e5,Mobile,27.96,7,3,44.01,Indonesia,2022-07-11,,Headphones
ac4f4d31-3ad2-45a7-a3a0-a0526b43ac77,Mobile,16.48,3,2,93.72,Cook Islands,2022-05-14,,Camera
e184c326-ee44-482c-b5a3-3b978526bf8c,Desktop,18.07,9,6,282.17,Spain,2023-03-15,2023-05-13,Smartphone
5c1abe8f-2637-4f6d-bb55-cb6b435b5390,Desktop,8.36,2,2,231.52,India,2022-10-29,2023-06-25,Printer
ff5c4095-3a4a-4bb3-8ebc-f7b5a344c519,Mobile,23.82,2,0,376.06,Vietnam,2019-05-24,2023-06-15,Printer
7c488c2c-03e0-4fc3-b284-51fdf147f8b8,Desktop,43.33,10,10,465.39,Mozambique,2021-01-25,2022-04-09,Monitor
f8f80acb-7289-4717-be8e-c7099ac7dfca,Tablet,48.57,6,3,29.12,Central African Republic,2022-02-01,2022-09-27,Keyboard
dc0f00a9-1798-437c-85c1-e5939fdc06a9,Mobile,24.65,3,0,342.5,Falkland Islands (Malvinas),2022-04-06,2023-02-26,Laptop
88343630-6155-4fd1-a5b3-03f8764a85b0,Tablet,28.44,5,0,448.05,Iceland,2022-06-23,2023-12-26,Laptop
e0e2156e-d47d-4f8b-8ff9-cf2bdd4f7ac1,Mobile,29.66,8,3,106.44,Zimbabwe,2019-10-07,2021-03-25,Smartphone
76577bf1-6550-486d-a59c-033a251aeee9,Mobile,34.02,1,1,488.79,Guatemala,2019-12-02,2022-04-16,Tablet
7221521c-19e2-479e-9aad-7b8dd96d9349,Mobile,6.65,3,1,71.01,Jordan,2020-07-13,2020-08-23,Keyboard
c1494398-5b57-4331-8bb3-1f196ce1ad3c,Mobile,13.17,6,6,457.53,Moldova,2022-08-17,2023-02-22,Printer
ee8ab832-db12-445f-8e5c-2fb0a7d92877,Tablet,21.91,4,2,300.69,Germany,2022-02-25,2024-03-08,Printer
eaee37f9-9775-41dd-aaa9-eba5f5ef48d1,Desktop,25.26,4,0,33.06,Ethiopia,2023-04-04,2023-06-06,Tablet
c9bc76a6-35f4-4b0b-9523-ab2c51f04130,Desktop,13.73,2,0,429.13,Bosnia and Herzegovina,2021-03-28,2022-01-21,Tablet
130da5b9-e3ff-4990-b508-8f6c84739830,Tablet,16.46,2,2,42.15,Jamaica,2021-12-23,2022-02-23,Smartwatch
fa9264ba-9103-4b04-bd12-0458999dd593,Desktop,36.26,6,0,63.6,Costa Rica,2019-05-25,2020-05-30,Printer
e6bd38c7-c66c-45d1-93f0-5d31de16946a,Tablet,6.91,10,2,409.58,Iran,2021-10-19,,Smartphone
54203389-815f-425e-a880-00a27bd0415a,Desktop,43.25,7,0,362.8,Nigeria,2023-05-09,2023-10-08,Headphones
5f791543-b877-4da1-8925-c71909192dfd,Desktop,37.95,10,4,59.9,Sudan,2019-09-03,,Headphones
b82f3285-c818-4371-ad63-7b279aee6ef1,Desktop,58.95,4,0,124.75,Malaysia,2023-02-04,2023-02-23,Smartwatch
104d4883-fd0c-451b-a1f5-ad727fa7f0ad,Mobile,29.72,10,5,187.65,Congo,2023-03-01,2023-04-26,Smartphone
db2b23a2-d177-44f4-adfd-ca04ee1cfce1,Desktop,16.49,2,1,426.27,Martinique,2020-09-13,2024-05-02,Smartphone
12fe6c6e-2974-4bcb-a6b8-030a5a5ea7a0,Tablet,59.72,10,0,393.87,Sweden,2022-05-06,2022-12-23,Headphones
fbd95388-b3ad-40fd-9f92-c8f8c54c1b38,Tablet,43.59,4,3,241.74,Sudan,2021-01-24,,Mouse
8d3a823f-59e6-40d3-bbf4-1e351fe2e4d5,Tablet,16.47,5,5,238.76,Burundi,2021-05-21,2023-03-08,Tablet
4a1cfecc-e614-40bc-9033-87a64457b5d1,Mobile,47.02,1,1,162.07,Grenada,2021-08-05,2022-03-28,Mouse
364a4411-4c65-47a1-8ef1-1424c93f37f7,Mobile,31.3,10,4,427.81,Senegal,2022-01-16,2024-02-28,Smartphone
c0642539-af7f-4979-974d-140473562f28,Tablet,22.95,9,7,83.8,Mauritius,2022-09-14,2024-04-27,Printer
44b7712d-1ec9-4b00-8a12-eb42028a2bc4,Tablet,52.92,4,0,261.16,Moldova,2020-04-03,2024-02-04,Monitor
f37209aa-1ab7-419c-aa7d-1e9985f3c6d0,Desktop,55.25,1,1,252.26,Western Sahara,2022-11-10,2023-09-14,Printer
c897928c-1ab5-4192-a73f-09347aefe5c5,Desktop,16.56,3,3,415.78,Lesotho,2022-11-01,2023-11-27,Laptop
0f916140-d29f-4800-8ce1-948ed01a06f0,Mobile,20.62,6,1,379.93,Estonia,2021-05-03,2022-09-07,Mouse
98cdf1ec-3ce3-4f13-b643-38e6ce08dc59,Tablet,59.93,7,2,49.03,United Arab Emirates,2020-03-13,,Laptop
b65abb2d-e1ef-4602-a505-cc7e4ac41245,Mobile,7.35,7,2,247.19,North Macedonia,2021-11-02,2021-11-15,Laptop
b04e4461-c186-42e9-8029-77a0e8430a14,Desktop,46.7,1,0,381.57,Cape Verde,2021-02-07,2021-12-10,Tablet
88e913e6-df7a-4ea4-acde-f0a3008fed18,Tablet,26.66,5,1,462.7,Kiribati,2022-03-15,2024-03-21,Monitor
5ce29654-c79b-4324-ba74-f5061404ddb9,Tablet,33.4,7,3,434.71,Togo,2022-08-28,2023-08-31,Mouse
76bb54c5-80ec-4116-9076-965a63b8efef,Tablet,57.48,4,1,39.31,Congo,2023-04-15,2023-10-09,Camera
d41593d6-ddf1-4b82-b50a-6411b145d205,Tablet,47.25,1,1,105.15,Indonesia,2022-12-26,2023-01-11,Laptop
c8a104c9-6349-4096-b2f6-6db1a6066466,Mobile,12.98,3,3,301.94,Namibia,2022-10-08,2023-11-25,Printer
ce4930fc-dfc3-4070-8493-856e72b3de17,Tablet,46.21,3,1,52.92,Greenland,2021-12-08,2022-09-22,Keyboard
a45cf4dd-e585-4d36-825c-d6a403b2e76a,Tablet,53.09,10,1,99.8,Rwanda,2020-08-30,2023-01-14,Keyboard
ae6a7f39-fe8a-4675-8899-32c249fabb71,Tablet,23.5,7,1,352.46,Cuba,2020-06-22,2021-09-20,Camera
44289bbb-71ab-44ad-9bc4-675add0fa542,Desktop,9.09,3,1,368.11,Guyana,2021-09-26,2022-04-17,Smartphone
763adb29-ef87-4b70-8789-6d1ffd11ca65,Mobile,15.17,1,0,442.57,Jamaica,2019-07-03,,Smartphone
14b283d6-ae9d-49ab-b4a6-126be6829385,Mobile,56.41,5,0,265.93,Saint Helena,2023-02-13,,Camera
f3e6bd0f-2a74-4745-897e-590ca28b81d7,Tablet,44.77,7,6,89.61,San Marino,2020-11-14,2022-02-04,Keyboard
364ee687-5c4a-4c25-b394-ea60a2a23ddd,Desktop,15.51,9,9,435.38,Sweden,2020-07-30,2020-12-07,Keyboard
2367c838-27d9-4463-b798-a868d60e64cc,Desktop,12.23,5,1,364.91,Philippines,2020-01-15,2023-02-15,Tablet
37a89a2b-a570-4722-acbc-b1980f82ae85,Desktop,10.87,3,0,405.35,Saint Pierre and Miquelon,2023-03-12,2023-09-02,Smartphone
b38ae4ed-5200-4381-95c0-dc7ad446dbf4,Desktop,19.23,8,6,491.02,Pakistan,2022-08-20,2023-05-04,Monitor
c00ded86-c11d-422b-a516-423ec844878e,Tablet,52.52,4,1,282.94,Yemen,2022-12-12,,Smartphone
39076bf1-bf81-475b-a29a-1d098be91e4d,Desktop,12.92,2,1,423.32,Andorra,2022-04-28,2022-06-04,Mouse
859048b1-1445-43c6-9773-1e7bbbb8030d,Mobile,13.04,6,2,103.43,Sudan,2022-08-14,2023-10-04,Keyboard
3af219d9-1339-41f4-b061-2cd709521f51,Mobile,47.14,6,1,493.89,Sudan,2019-09-25,2023-07-18,Mouse
3e859a4d-dc9e-4d6b-9943-227de7e327c5,Tablet,5.85,8,8,331.33,Norfolk Island,2021-05-30,2021-07-29,Tablet
53f4ceaf-b092-4bec-b98d-6d097ff77028,Desktop,44.56,5,4,170.42,United States Virgin Islands,2022-09-11,2022-10-03,Laptop
f01deb71-f583-44c8-917a-4913da572fed,Mobile,23.78,10,1,348.76,Tunisia,2021-06-01,2023-02-08,Printer
6cb56b09-014e-4ca6-84c9-e288d35f8eb4,Desktop,15.06,5,5,380.0,Taiwan,2021-06-28,2021-07-30,Smartphone
b519ac09-4dbe-464c-8b3b-651d49f7f5e9,Tablet,12.61,8,3,170.03,Haiti,2019-06-03,2020-10-31,Mouse
be851a98-2459-4381-af86-27cc14498244,Tablet,53.87,10,10,268.62,India,2021-04-22,2023-05-26,Mouse
5a8518d9-7516-49e5-a310-307285893c2c,Tablet,46.05,3,2,338.14,Bhutan,2022-10-10,2022-12-19,Camera
9ca2b500-22f6-49bd-86c0-ec6544e6f777,Desktop,40.47,3,3,387.87,Namibia,2020-07-04,2022-07-07,Smartphone
409bbed5-8182-404d-b2bc-64ec71290ffa,Desktop,27.47,5,0,195.15,Bahrain,2020-10-17,2024-03-20,Keyboard
4f2b6a70-d0e0-4553-8cc3-6499e34e5cb4,Tablet,25.45,9,5,360.36,Spain,2021-07-22,,Laptop
48828dac-4093-47f3-8a2c-ad26d4f5df50,Mobile,53.23,8,2,340.27,Tunisia,2022-08-03,2024-02-29,Monitor
482d4c3f-3a60-4b3a-8e3a-0f2637a69d08,Desktop,16.2,4,4,432.97,Palestinian Territory,2020-09-26,2021-09-21,Smartphone
74bdbe33-94ce-4098-8b66-d382362c5d73,Mobile,38.56,2,1,468.83,Antigua and Barbuda,2021-12-18,2024-05-08,Laptop
0c15a409-7e5a-4ca1-8fe9-a984027b0b93,Desktop,11.56,3,0,142.42,Moldova,2022-05-02,2022-10-20,Monitor
9bddea3b-d703-4a79-9bc9-0ea6fa5256f6,Tablet,18.71,7,0,421.24,Chad,2020-05-05,2022-01-17,Mouse
d6a8254c-aaac-406b-ac61-58ffa785ee5c,Desktop,7.87,8,4,191.94,Sri Lanka,2021-06-01,2024-02-14,Monitor
f4cd4f9c-b157-46ac-8494-36ffbef6f02b,Tablet,30.37,3,1,13.68,Saudi Arabia,2021-05-31,2022-11-10,Smartwatch
c920e3a4-3aa9-4e74-ac8b-09869698246b,Mobile,46.55,2,0,83.38,Swaziland,2023-02-25,2023-08-01,Smartphone
d46feeb0-4409-40a2-9d88-2072b68c9273,Tablet,59.65,1,0,227.37,Guyana,2019-06-08,2024-01-22,Headphones
89447dee-1fdc-4ad9-b86d-6ff6c0e84159,Tablet,18.77,7,4,72.37,Liechtenstein,2022-07-02,2023-04-14,Monitor
3a95021b-2508-4b66-b286-70573d8c999b,Desktop,41.14,6,6,202.97,Hong Kong,2022-07-10,2023-01-15,Monitor
e44973ca-9c60-43a3-9443-88c58b494a5b,Tablet,8.45,10,2,116.68,Syrian Arab Republic,2019-07-05,,Headphones
9da070d2-f1e6-448f-916d-82db6e4091f2,Tablet,35.22,7,3,74.61,Spain,2022-11-19,2023-01-02,Camera
dd3cc4b7-7f7b-4911-a1f7-a59804ecd8c6,Tablet,31.23,2,1,118.35,Swaziland,2019-10-14,2023-11-07,Printer
7eba8fba-eb35-439c-a963-9d0d8a14277b,Mobile,9.17,10,7,79.0,Moldova,2021-03-30,2021-12-05,Headphones
ff79c9af-057b-4aa7-8091-6ecbf2ace352,Desktop,32.56,6,1,481.83,Timor-Leste,2023-05-05,2023-11-03,Mouse
c542036c-7568-484f-90b7-7991736029e7,Tablet,56.25,10,3,484.04,Congo,2020-01-30,,Camera
f14c17f1-cc41-4a59-a4b8-be2cc45e1a05,Mobile,17.49,7,4,376.58,Saint Martin,2021-03-24,,Monitor
9c498fb9-4dc0-4e4a-9fea-6d52efb0bda7,Mobile,46.26,4,1,326.94,Eritrea,2022-08-11,2022-10-13,Printer
513445d2-6725-423a-9ce1-1216091c2c29,Mobile,31.71,5,5,277.89,Montenegro,2020-02-07,2022-07-09,Smartwatch
4930d880-b45b-4fba-a311-fd74a47e7600,Desktop,28.45,4,4,61.03,Libyan Arab Jamahiriya,2021-04-16,2021-05-25,Camera
b539b121-84bb-4db4-a2e4-63465eec55b4,Mobile,9.63,2,2,247.28,Costa Rica,2023-04-13,,Tablet
fe9166d7-f45f-4c11-8c31-c9173799f621,Mobile,44.82,6,2,416.86,Chile,2021-08-15,2023-01-28,Keyboard
15eaa764-0b71-4821-b39d-3e9b587e74ee,Mobile,47.22,10,10,12.64,South Africa,2021-06-27,2023-12-17,Keyboard
5949a7e3-fb35-4696-85f7-3f0489e9f417,Tablet,31.36,5,4,279.39,Uganda,2021-06-05,2023-11-09,Keyboard
5b1dfa4b-00e4-4526-836d-64743c57fb50,Tablet,42.49,4,3,191.93,Cyprus,2020-08-20,2021-08-27,Laptop
724e9cb1-a71b-4cf6-8451-c33f439ed4d0,Tablet,28.29,6,4,359.06,Tonga,2021-05-26,2021-12-10,Mouse
3fd8a3d9-f992-44c9-900b-afd5ec0f4b22,Tablet,33.22,10,10,256.33,Papua New Guinea,2022-01-14,2024-01-12,Smartwatch
e1bdc2c1-c5ff-4fcf-8621-aaedaf0fb360,Tablet,47.48,1,1,159.35,Mayotte,2019-06-10,2020-02-24,Smartwatch
dc1c279a-85cd-4917-9eb9-fd23d7a679da,Mobile,24.23,7,6,337.2,Czech Republic,2022-09-22,2022-09-28,Smartphone
2657cc38-17c5-4a8c-b53d-85d4f2d95af9,Tablet,6.07,9,1,111.64,Sudan,2022-09-23,2022-12-12,Laptop
f71e9c1d-0f5b-4728-803f-b1d87fd3c5a4,Desktop,42.17,3,1,196.36,Brazil,2021-10-22,2022-05-22,Headphones
ac59f488-759d-4599-857e-d1e8e7c2a71e,Desktop,5.8,7,3,199.77,Uzbekistan,2020-11-20,2022-04-10,Printer
694801e3-4688-4588-bd1a-77d3dedf95c1,Mobile,44.82,2,0,318.37,Monaco,2020-12-07,2021-04-23,Smartwatch
63076182-a9dd-45a4-804b-dbea690cecc3,Tablet,21.49,3,3,387.5,Kiribati,2021-05-23,2022-09-11,Laptop
713858bb-b4eb-4c13-bcaf-c2e641ac77d4,Mobile,22.86,4,1,59.42,Reunion,2021-10-16,2023-02-24,Monitor
711dd7df-2e02-4e4f-8fa1-f0b680af8b6f,Desktop,49.9,6,3,328.55,Central African Republic,2019-09-04,2021-04-25,Printer
d9f65d57-fd4d-4f6c-9e22-227d731485a8,Desktop,32.98,9,1,234.1,Jamaica,2021-02-21,2022-04-22,Laptop
f323592c-0619-44d2-862f-e518257ed4c4,Mobile,5.5,10,6,331.35,Rwanda,2020-06-25,2021-12-21,Smartwatch
bd54e44b-9c2a-4179-9631-6e0a6c71dcaf,Desktop,26.03,2,2,310.05,Slovakia (Slovak Republic),2021-01-07,2022-12-06,Mouse
3eda2e12-2f8f-4049-b7bc-18014e276099,Desktop,41.41,1,1,261.31,Lesotho,2021-06-18,2022-01-02,Mouse
0aaa3c5d-db34-403c-92dd-2d06a014ebe9,Desktop,43.67,3,2,245.91,Papua New Guinea,2021-01-01,,Keyboard
c865d930-ee91-4e28-a4ca-eeab7f3dde0a,Mobile,28.76,7,1,173.17,Cuba,2020-11-22,2021-12-28,Smartwatch
006858eb-fcef-461c-80b1-2759e449ea31,Desktop,20.36,8,1,303.05,India,2022-06-10,2022-12-16,Smartphone
31e6a748-840c-4dc5-a4e2-184682a1a67f,Desktop,44.42,6,5,370.76,Nauru,2019-08-31,2023-11-27,Smartwatch
9bc82474-6dab-4697-ac7a-bd28ad25f60c,Desktop,36.66,9,3,46.64,Cook Islands,2020-12-09,,Printer
f94877ae-c2cc-473d-8a6c-5be46311eda1,Tablet,6.06,2,2,349.22,Cambodia,2021-11-09,,Mouse
bfa58fd6-7f4d-4779-baff-52131779bdc1,Mobile,10.15,5,3,79.14,Spain,2019-06-27,2022-10-23,Keyboard
5bb63bfc-e8b4-4bde-af3c-76b6a8341bff,Mobile,39.58,7,1,201.12,Denmark,2021-07-02,2022-03-09,Monitor
12941a6f-f70c-4057-8dcb-ad99c7d66da8,Desktop,35.15,2,1,267.52,Comoros,2021-09-30,2022-11-27,Mouse
2ef41629-0fe2-4076-9b9b-9c99f363c34f,Tablet,58.57,6,5,477.34,Azerbaijan,2019-07-19,,Mouse
e8df4437-432a-44a8-88fd-525886be0dd9,Tablet,21.25,5,2,99.98,Afghanistan,2023-03-10,2023-11-29,Headphones
49138a3b-a8de-426e-be18-c664a15ca453,Desktop,17.26,1,0,376.1,American Samoa,2022-11-26,2022-12-17,Camera
a7db2901-1ff0-49ef-aa29-a4d505bb6f9d,Tablet,43.68,2,2,11.7,Gibraltar,2023-03-09,2023-11-06,Smartwatch
5b7138c2-53be-4cf2-ba83-303c246dcee1,Mobile,45.65,3,0,301.15,Senegal,2022-02-05,2024-03-22,Mouse
7270bcb9-de75-4919-8cec-45bbb665d218,Mobile,42.73,6,4,129.63,United Arab Emirates,2022-12-10,,Printer
c292bdeb-a1bf-4ff9-9d5c-81930d9f371e,Tablet,31.37,7,4,160.41,Ireland,2021-06-15,2022-04-06,Printer
ab7d0b90-b6d7-4f9b-b37f-8f6bbc497b3f,Desktop,53.69,2,2,397.56,Costa Rica,2019-05-23,2022-06-16,Camera
447effe8-d40b-4081-8e17-902e686c4028,Mobile,30.12,7,1,105.29,Italy,2023-05-11,2023-06-17,Smartphone
38f05b3b-c1b5-46d3-a559-784163e1ccf7,Mobile,54.39,4,3,58.46,Tuvalu,2021-02-25,,Keyboard
ccd40921-407f-4fed-82a0-08fba0dae80f,Desktop,16.84,9,1,277.61,Afghanistan,2023-01-19,2024-03-12,Tablet
5c708e5b-42d2-4ad6-b588-565b2ea2c860,Mobile,25.89,10,3,226.71,French Guiana,2019-08-03,2021-09-25,Mouse
40ff7da6-604b-4f48-b012-e4fdeda31d71,Tablet,24.69,6,3,154.93,Haiti,2022-11-12,2023-04-26,Headphones
bdfa72e3-5983-44cd-a74e-1eb6d8facac5,Tablet,19.62,9,3,313.75,French Polynesia,2019-08-17,2023-11-16,Keyboard
ac5b6840-1d8d-409d-8fe4-79698887e768,Desktop,38.32,2,2,190.62,Marshall Islands,2019-06-22,2022-07-17,Laptop
